He4 2 4 4.0026 600
2
2.53000000e-08 0
2.00000000e+01 0
2 0 60
1.00000000e-11 1.3
1.61618858e-11 1.3
2.61206553e-11 1.3
4.22159048e-11 1.3
6.82288632e-11 1.3
1.10270710e-10 1.3
1.78218262e-10 1.3
2.88034319e-10 1.3
4.65517777e-10 1.3
7.52364516e-10 1.3
1.21596294e-09 1.3
1.96522542e-09 1.3
3.17617487e-09 1.3
5.13329756e-09 1.3
8.29637690e-09 1.3
1.34085096e-08 1.3
2.16706801e-08 1.3
3.50239057e-08 1.3
5.66052364e-08 1.3
9.14847367e-08 1.3
1.47856587e-07 1.3
2.38964127e-07 1.3
3.86211093e-07 1.3
6.24189959e-07 1.3
1.00880868e-06 1.3
1.63042507e-06 1.3
2.63507439e-06 1.3
4.25877713e-06 1.3
6.88298697e-06 1.3
1.11242049e-05 1.3
1.79788130e-05 1.3
2.90571522e-05 1.3
4.69618376e-05 1.3
7.58991857e-05 1.3
1.22667397e-04 1.3
1.98253646e-04 1.3
3.20415279e-04 1.3
5.17851515e-04 1.3
8.36945706e-04 1.3
1.35266209e-03 1.3
2.18615703e-03 1.3
3.53324202e-03 1.3
5.71038541e-03 1.3
9.22905968e-03 1.3
1.49159009e-02 1.3
2.41069086e-02 1.3
3.89613105e-02 1.3
6.29688250e-02 1.3
1.01769496e-01 1.3
1.64478697e-01 1.3
2.65828592e-01 1.3
4.29629135e-01 1.3
6.94361702e-01 1.3
1.12221945e+00 1.3
1.81371826e+00 1.3
2.93131075e+00 1.3
4.73755096e+00 1.3
7.65677575e+00 1.3
1.23747935e+01 1.3
2.00000000e+01 1.3
102 0 60
1.00000000e-11 3.52093738e-04
1.61618858e-11 2.76956960e-04
2.61206553e-11 2.17854365e-04
4.22159048e-11 1.71364260e-04
6.82288632e-11 1.34795140e-04
1.10270710e-10 1.06029867e-04
1.78218262e-10 8.34031011e-05
2.88034319e-10 6.56048856e-05
4.65517777e-10 5.16048079e-05
7.52364516e-10 4.05923457e-05
1.21596294e-09 3.19299421e-05
1.96522542e-09 2.51160949e-05
3.17617487e-09 1.97563221e-05
5.13329756e-09 1.55403244e-05
8.29637690e-09 1.22240203e-05
1.34085096e-08 9.61541531e-06
2.16706801e-08 7.56348639e-06
3.50239057e-08 5.94943896e-06
5.66052364e-08 4.67982913e-06
9.14847367e-08 3.68115394e-06
1.47856587e-07 2.89559596e-06
2.38964127e-07 2.27767600e-06
3.86211093e-07 1.79162011e-06
6.24189959e-07 1.40928851e-06
1.00880868e-06 1.10854645e-06
1.63042507e-06 8.71982718e-07
2.63507439e-06 6.85901671e-07
4.25877713e-06 5.39530305e-07
6.88298697e-06 4.24394578e-07
1.11242049e-05 3.33828807e-07
1.79788130e-05 2.62589764e-07
2.90571522e-05 2.06553128e-07
4.69618376e-05 1.62474706e-07
7.58991857e-05 1.27802616e-07
1.22667397e-04 1.00529547e-07
1.98253646e-04 7.90765491e-08
3.20415279e-04 6.22016194e-08
5.17851515e-04 4.89277985e-08
8.36945706e-04 3.84866099e-08
1.35266209e-03 3.02735702e-08
2.18615703e-03 2.38131926e-08
3.53324202e-03 1.87314590e-08
5.71038541e-03 1.47341671e-08
9.22905968e-03 1.15898969e-08
1.49159009e-02 9.11661378e-09
2.41069086e-02 7.17112907e-09
3.89613105e-02 5.64081066e-09
6.29688250e-02 4.43706209e-09
1.01769496e-01 3.49019337e-09
1.64478697e-01 2.74538636e-09
2.65828592e-01 2.15952112e-09
4.29629135e-01 1.69867947e-09
6.94361702e-01 1.33618140e-09
1.12221945e+00 1.05104039e-09
1.81371826e+00 8.26748446e-10
2.93131075e+00 6.50320389e-10
4.73755096e+00 5.11542066e-10
7.65677575e+00 4.02379027e-10
1.23747935e+01 3.16511373e-10
2.00000000e+01 2.48967869e-10
