H1 1 1 1.00784 600
2
2.53000000e-08 0
2.00000000e+01 0
2 0 60
1.00000000e-11 20
1.61618858e-11 20
2.61206553e-11 20
4.22159048e-11 20
6.82288632e-11 20
1.10270710e-10 20
1.78218262e-10 20
2.88034319e-10 20
4.65517777e-10 20
7.52364516e-10 20
1.21596294e-09 20
1.96522542e-09 20
3.17617487e-09 20
5.13329756e-09 20
8.29637690e-09 20
1.34085096e-08 20
2.16706801e-08 20
3.50239057e-08 20
5.66052364e-08 20
9.14847367e-08 20
1.47856587e-07 20
2.38964127e-07 20
3.86211093e-07 20
6.24189959e-07 20
1.00880868e-06 20
1.63042507e-06 20
2.63507439e-06 20
4.25877713e-06 20
6.88298697e-06 20
1.11242049e-05 20
1.79788130e-05 20
2.90571522e-05 20
4.69618376e-05 20
7.58991857e-05 20
1.22667397e-04 20
1.98253646e-04 20
3.20415279e-04 20
5.17851515e-04 20
8.36945706e-04 20
1.35266209e-03 20
2.18615703e-03 20
3.53324202e-03 20
5.71038541e-03 20
9.22905968e-03 20
1.49159009e-02 20
2.41069086e-02 20
3.89613105e-02 20
6.29688250e-02 20
1.01769496e-01 20
1.64478697e-01 20
2.65828592e-01 20
4.29629135e-01 20
6.94361702e-01 20
1.12221945e+00 20
1.81371826e+00 20
2.93131075e+00 20
4.73755096e+00 20
7.65677575e+00 20
1.23747935e+01 20
2.00000000e+01 20
102 0 60
1.00000000e-11 16.59870477
1.61618858e-11 13.0565424
2.61206553e-11 10.27027722
4.22159048e-11 8.07860083
6.82288632e-11 6.35462801
1.10270710e-10 4.99855087
1.78218262e-10 3.93186048
2.88034319e-10 3.09280175
4.65517777e-10 2.43279808
7.52364516e-10 1.91363915
1.21596294e-09 1.5052687
1.96522542e-09 1.18404447
3.17617487e-09 0.93136947
5.13329756e-09 0.73261529
8.29637690e-09 0.57627524
1.34085096e-08 0.45329815
2.16706801e-08 0.35656436
3.50239057e-08 0.28047355
5.66052364e-08 0.22062052
9.14847367e-08 0.17354011
1.47856587e-07 0.13650667
2.38964127e-07 0.10737615
3.86211093e-07 0.08446209
6.24189959e-07 0.06643789
1.00880868e-06 0.05226005
1.63042507e-06 0.04110776
2.63507439e-06 0.03233536
4.25877713e-06 0.025435
6.88298697e-06 0.02000717
1.11242049e-05 0.01573764
1.79788130e-05 0.01237923
2.90571522e-05 0.0097375
4.69618376e-05 0.00765952
7.58991857e-05 0.00602498
1.22667397e-04 0.00473925
1.98253646e-04 0.00372789
3.20415279e-04 0.00293236
5.17851515e-04 0.0023066
8.36945706e-04 0.00181437
1.35266209e-03 0.00142718
2.18615703e-03 0.00112262
3.53324202e-03 8.83054498e-04
5.71038541e-03 6.94610734e-04
9.22905968e-03 5.46380855e-04
1.49159009e-02 4.29783221e-04
2.41069086e-02 3.38067514e-04
3.89613105e-02 2.65923931e-04
6.29688250e-02 2.09175784e-04
1.01769496e-01 1.64537687e-04
1.64478697e-01 1.29425357e-04
2.65828592e-01 1.01805995e-04
4.29629135e-01 8.00806036e-05
6.94361702e-01 6.29914087e-05
1.12221945e+00 4.95490468e-05
1.81371826e+00 3.89752839e-05
2.93131075e+00 3.06579612e-05
4.73755096e+00 2.41155546e-05
7.65677575e+00 1.89692970e-05
1.23747935e+01 1.49212504e-05
2.00000000e+01 1.17370567e-05
