U238 92 238 238.0508 600
5
2.53000000e-08 2.5
1.00000000e-01 2.55
1.00000000e+00 2.7
5.00000000e+00 2.9
2.00000000e+01 3
2 0 60
1.00000000e-11 8
1.61618858e-11 8
2.61206553e-11 8
4.22159048e-11 8
6.82288632e-11 8
1.10270710e-10 8
1.78218262e-10 8
2.88034319e-10 8
4.65517777e-10 8
7.52364516e-10 8
1.21596294e-09 8
1.96522542e-09 8
3.17617487e-09 8
5.13329756e-09 8
8.29637690e-09 8
1.34085096e-08 8
2.16706801e-08 8
3.50239057e-08 8
5.66052364e-08 8
9.14847367e-08 8
1.47856587e-07 8
2.38964127e-07 8
3.86211093e-07 8
6.24189959e-07 8
1.00880868e-06 8
1.63042507e-06 8
2.63507439e-06 8
4.25877713e-06 8
6.88298697e-06 8
1.11242049e-05 8
1.79788130e-05 8
2.90571522e-05 8
4.69618376e-05 8
7.58991857e-05 8
1.22667397e-04 8
1.98253646e-04 8
3.20415279e-04 8
5.17851515e-04 8
8.36945706e-04 8
1.35266209e-03 8
2.18615703e-03 8
3.53324202e-03 8
5.71038541e-03 8
9.22905968e-03 8
1.49159009e-02 8
2.41069086e-02 8
3.89613105e-02 8
6.29688250e-02 8
1.01769496e-01 8
1.64478697e-01 8
2.65828592e-01 8
4.29629135e-01 8
6.94361702e-01 8
1.12221945e+00 8
1.81371826e+00 8
2.93131075e+00 8
4.73755096e+00 8
7.65677575e+00 8
1.23747935e+01 8
2.00000000e+01 8
102 0 60
1.00000000e-11 135.81758447
1.61618858e-11 106.83625603
2.61206553e-11 84.03954093
4.22159048e-11 66.10764314
6.82288632e-11 52.002411
1.10270710e-10 40.90723436
1.78218262e-10 32.17976758
2.88034319e-10 25.31474157
4.65517777e-10 19.9147116
7.52364516e-10 15.66704762
1.21596294e-09 12.32583482
1.96522542e-09 9.69763659
3.17617487e-09 7.63029566
5.13329756e-09 6.00412514
8.29637690e-09 4.72497939
1.34085096e-08 3.71880441
2.16706801e-08 2.92735843
3.50239057e-08 2.30489929
5.66052364e-08 1.81589911
9.14847367e-08 1.43478374
1.47856587e-07 1.15151643
2.38964127e-07 0.99247884
3.86211093e-07 1.06952334
6.24189959e-07 1.65127378
1.00880868e-06 3.18576119
1.63042507e-06 6.12858317
2.63507439e-06 10.49889537
4.25877713e-06 15.41168382
6.88298697e-06 19.14826456
1.11242049e-05 20.05331286
1.79788130e-05 17.67659445
2.90571522e-05 13.1101765
4.69618376e-05 8.18389752
7.58991857e-05 4.30580548
1.22667397e-04 1.91715233
1.98253646e-04 0.73135042
3.20415279e-04 0.24867085
5.17851515e-04 0.08493584
8.36945706e-04 0.03714925
1.35266209e-03 0.02394643
2.18615703e-03 0.01953688
3.53324202e-03 0.01727082
5.71038541e-03 0.0156882
