Zr90 40 90 89.9047 600
2
2.53000000e-08 0
2.00000000e+01 0
2 0 60
1.00000000e-11 6.5
1.61618858e-11 6.5
2.61206553e-11 6.5
4.22159048e-11 6.5
6.82288632e-11 6.5
1.10270710e-10 6.5
1.78218262e-10 6.5
2.88034319e-10 6.5
4.65517777e-10 6.5
7.52364516e-10 6.5
1.21596294e-09 6.5
1.96522542e-09 6.5
3.17617487e-09 6.5
5.13329756e-09 6.5
8.29637690e-09 6.5
1.34085096e-08 6.5
2.16706801e-08 6.5
3.50239057e-08 6.5
5.66052364e-08 6.5
9.14847367e-08 6.5
1.47856587e-07 6.5
2.38964127e-07 6.5
3.86211093e-07 6.5
6.24189959e-07 6.5
1.00880868e-06 6.5
1.63042507e-06 6.5
2.63507439e-06 6.5
4.25877713e-06 6.5
6.88298697e-06 6.5
1.11242049e-05 6.5
1.79788130e-05 6.5
2.90571522e-05 6.5
4.69618376e-05 6.5
7.58991857e-05 6.5
1.22667397e-04 6.5
1.98253646e-04 6.5
3.20415279e-04 6.5
5.17851515e-04 6.5
8.36945706e-04 6.5
1.35266209e-03 6.5
2.18615703e-03 6.5
3.53324202e-03 6.5
5.71038541e-03 6.5
9.22905968e-03 6.5
1.49159009e-02 6.5
2.41069086e-02 6.5
3.89613105e-02 6.5
6.29688250e-02 6.5
1.01769496e-01 6.5
1.64478697e-01 6.5
2.65828592e-01 6.5
4.29629135e-01 6.5
6.94361702e-01 6.5
1.12221945e+00 6.5
1.81371826e+00 6.5
2.93131075e+00 6.5
4.73755096e+00 6.5
7.65677575e+00 6.5
1.23747935e+01 6.5
2.00000000e+01 6.5
102 0 60
1.00000000e-11 9.05383896
1.61618858e-11 7.1217504
2.61206553e-11 5.6019694
4.22159048e-11 4.40650954
6.82288632e-11 3.46616073
1.10270710e-10 2.72648229
1.78218262e-10 2.14465117
2.88034319e-10 1.68698277
4.65517777e-10 1.32698077
7.52364516e-10 1.04380317
1.21596294e-09 0.82105565
1.96522542e-09 0.64584244
3.17617487e-09 0.50801971
5.13329756e-09 0.39960834
8.29637690e-09 0.31433195
1.34085096e-08 0.24725354
2.16706801e-08 0.19448965
3.50239057e-08 0.15298557
5.66052364e-08 0.12033846
9.14847367e-08 0.09465824
1.47856587e-07 0.07445818
2.38964127e-07 0.05856881
3.86211093e-07 0.04607023
6.24189959e-07 0.03623885
1.00880868e-06 0.02850548
1.63042507e-06 0.02242241
2.63507439e-06 0.01763747
4.25877713e-06 0.01387364
6.88298697e-06 0.010913
1.11242049e-05 0.00858417
1.79788130e-05 0.00675231
2.90571522e-05 0.00531137
4.69618376e-05 0.00417792
7.58991857e-05 0.00328635
1.22667397e-04 0.00258505
1.98253646e-04 0.0020334
3.20415279e-04 0.00159947
5.17851515e-04 0.00125814
8.36945706e-04 9.89655683e-04
1.35266209e-03 7.78463234e-04
2.18615703e-03 6.12339238e-04
3.53324202e-03 4.81666090e-04
5.71038541e-03 3.78878582e-04
9.22905968e-03 2.98025921e-04
1.49159009e-02 2.34427211e-04
2.41069086e-02 1.84400462e-04
3.89613105e-02 1.45049417e-04
6.29688250e-02 1.14095882e-04
1.01769496e-01 8.97478294e-05
1.64478697e-01 7.05956493e-05
2.65828592e-01 5.55305430e-05
4.29629135e-01 4.36803292e-05
6.94361702e-01 3.43589502e-05
1.12221945e+00 2.70267528e-05
1.81371826e+00 2.12592458e-05
2.93131075e+00 1.67225243e-05
4.73755096e+00 1.31539389e-05
7.65677575e+00 1.03468893e-05
1.23747935e+01 8.13886387e-06
2.00000000e+01 6.40203093e-06
51 0 60
1.00000000e-11 0
1.61618858e-11 0
2.61206553e-11 0
4.22159048e-11 0
6.82288632e-11 0
1.10270710e-10 0
1.78218262e-10 0
2.88034319e-10 0
4.65517777e-10 0
7.52364516e-10 0
1.21596294e-09 0
1.96522542e-09 0
3.17617487e-09 0
5.13329756e-09 0
8.29637690e-09 0
1.34085096e-08 0
2.16706801e-08 0
3.50239057e-08 0
5.66052364e-08 0
9.14847367e-08 0
1.47856587e-07 0
2.38964127e-07 0
3.86211093e-07 0
6.24189959e-07 0
1.00880868e-06 0
1.63042507e-06 0
2.63507439e-06 0
4.25877713e-06 0
6.88298697e-06 0
1.11242049e-05 0
1.79788130e-05 0
2.90571522e-05 0
4.69618376e-05 0
7.58991857e-05 0
1.22667397e-04 0
1.98253646e-04 0
3.20415279e-04 0
5.17851515e-04 0
8.36945706e-04 0
1.35266209e-03 0
2.18615703e-03 0
3.53324202e-03 0
5.71038541e-03 0
9.22905968e-03 0
1.49159009e-02 0
2.41069086e-02 0
3.89613105e-02 0
6.29688250e-02 0
1.01769496e-01 0
1.64478697e-01 0
2.65828592e-01 0
4.29629135e-01 0
6.94361702e-01 0
1.12221945e+00 0.023712
1.81371826e+00 0.13370481
2.93131075e+00 0.24770656
4.73755096e+00 0.338275
7.65677575e+00 0.38565966
1.23747935e+01 0.39864464
2.00000000e+01 0.39997006
